pruid,prname,prnameFR,date,numconf,numdeaths,numtested,numrecover,numtoday,numdeathstoday,numtestedtoday,numrecoveredtoday,percentactive
62,Nunavut,Nunavut,26-04-2020,0,0,368,0,0,0,7,0,
99,Repatriated travellers,Voyageurs rapatriés,26-04-2020,13,,76,,0,,0,,
1,Canada,Canada,26-04-2020,46884,2560,707508,17321,1541,95,23237,896,57.61
59,British Columbia,Colombie-Britannique,27-04-2020,1998,103,67289,1190,50,3,2589,53,35.29
48,Alberta,Alberta,27-04-2020,4696,75,128860,1664,216,2,3550,115,62.97
47,Saskatchewan,Saskatchewan,27-04-2020,365,5,26642,288,12,1,945,0,19.73
46,Manitoba,Manitoba,27-04-2020,261,6,23149,205,1,0,1429,6,22.43
35,Ontario,Ontario,27-04-2020,14856,892,234268,8525,424,57,12139,525,36.61
24,Quebec,Québec,27-04-2020,24982,1599,200172,5517,875,84,4595,175,71.52
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,27-04-2020,258,3,7641,221,0,0,201,2,13.18
13,New Brunswick,Nouveau-Brunswick,27-04-2020,118,0,12648,112,0,0,123,1,5.08
12,Nova Scotia,Nouvelle-Écosse,27-04-2020,900,24,27437,509,27,0,566,70,40.78
11,Prince Edward Island,Île-du-Prince-Édouard,27-04-2020,26,0,2726,24,0,0,38,0,7.69
60,Yukon,Yukon,27-04-2020,11,0,919,8,0,0,11,0,27.27
61,Northwest Territories,Territoires du Nord-Ouest,27-04-2020,5,0,1585,5,0,0,10,0,0
62,Nunavut,Nunavut,27-04-2020,0,0,369,0,0,0,1,0,
99,Repatriated travellers,Voyageurs rapatriés,27-04-2020,13,,76,,0,,0,,
1,Canada,Canada,27-04-2020,48489,2707,733705,18268,1605,147,26197,947,56.75
59,British Columbia,Colombie-Britannique,28-04-2020,2053,105,68935,1231,55,2,1646,41,34.92
48,Alberta,Alberta,28-04-2020,4850,80,131772,1800,154,5,2912,136,61.24
47,Saskatchewan,Saskatchewan,28-04-2020,366,5,26915,291,1,0,273,3,19.13
46,Manitoba,Manitoba,28-04-2020,261,6,23379,209,0,0,230,4,20.96
35,Ontario,Ontario,28-04-2020,15381,951,244766,8964,525,59,10498,439,35.54
24,Quebec,Québec,28-04-2020,25757,1682,204472,5841,775,83,4300,324,70.79
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,28-04-2020,258,3,7905,222,0,0,264,1,12.79
13,New Brunswick,Nouveau-Brunswick,28-04-2020,118,0,12907,114,0,0,259,2,3.39
12,Nova Scotia,Nouvelle-Écosse,28-04-2020,915,27,28108,522,15,3,671,13,40
11,Prince Edward Island,Île-du-Prince-Édouard,28-04-2020,27,0,2726,24,1,0,0,0,11.11
60,Yukon,Yukon,28-04-2020,11,0,953,8,0,0,34,0,27.27
61,Northwest Territories,Territoires du Nord-Ouest,28-04-2020,5,0,1585,5,0,0,0,0,0
62,Nunavut,Nunavut,28-04-2020,0,0,377,0,0,0,8,0,
99,Repatriated travellers,Voyageurs rapatriés,28-04-2020,13,,76,,0,,0,,
1,Canada,Canada,28-04-2020,50015,2859,754800,19231,1526,152,21095,963,55.84
59,British Columbia,Colombie-Britannique,29-04-2020,2087,109,71210,1305,34,4,2275,74,32.25
48,Alberta,Alberta,29-04-2020,5165,87,136511,1953,315,7,4739,153,60.5
47,Saskatchewan,Saskatchewan,29-04-2020,383,6,27328,291,17,1,413,0,22.45
46,Manitoba,Manitoba,29-04-2020,263,6,23817,213,1,0,438,4,19.78
35,Ontario,Ontario,29-04-2020,15728,996,255942,9612,347,45,11176,648,32.55
24,Quebec,Québec,29-04-2020,26594,1761,208979,6048,837,79,4507,207,70.64
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,29-04-2020,258,3,8191,225,0,0,286,3,11.63
13,New Brunswick,Nouveau-Brunswick,29-04-2020,118,0,13121,114,0,0,214,0,3.39
12,Nova Scotia,Nouvelle-Écosse,29-04-2020,935,28,28731,529,20,1,623,7,40.43
11,Prince Edward Island,Île-du-Prince-Édouard,29-04-2020,27,0,2810,24,0,0,84,0,11.11
60,Yukon,Yukon,29-04-2020,11,0,973,8,0,0,20,0,27.27
61,Northwest Territories,Territoires du Nord-Ouest,29-04-2020,5,0,1608,5,0,0,23,0,0
62,Nunavut,Nunavut,29-04-2020,0,0,392,0,0,0,15,0,
99,Repatriated travellers,Voyageurs rapatriés,29-04-2020,13,,76,,0,,0,,
1,Canada,Canada,29-04-2020,51587,2996,779613,20327,1571,137,24813,1096,54.8
59,British Columbia,Colombie-Britannique,30-04-2020,2112,111,73479,1322,25,2,2269,17,32.15
48,Alberta,Alberta,30-04-2020,5355,89,141060,2161,190,2,4549,208,57.98
47,Saskatchewan,Saskatchewan,30-04-2020,389,6,27786,295,6,0,458,4,22.62
46,Manitoba,Manitoba,30-04-2020,264,6,24304,220,2,0,487,7,17.82
35,Ontario,Ontario,30-04-2020,16187,1082,268447,10205,459,86,12505,593,30.27
24,Quebec,Québec,30-04-2020,27538,1859,214047,6299,944,98,5068,251,70.38
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,30-04-2020,258,3,8376,225,0,0,185,0,11.63
13,New Brunswick,Nouveau-Brunswick,30-04-2020,118,0,13598,114,0,0,477,0,3.39
12,Nova Scotia,Nouvelle-Écosse,30-04-2020,947,28,29421,545,12,0,690,16,39.49
11,Prince Edward Island,Île-du-Prince-Édouard,30-04-2020,27,0,2922,24,0,0,112,0,11.11
60,Yukon,Yukon,30-04-2020,11,0,984,9,0,0,11,1,18.18
61,Northwest Territories,Territoires du Nord-Ouest,30-04-2020,5,0,1629,5,0,0,21,0,0
62,Nunavut,Nunavut,30-04-2020,0,0,396,0,0,0,4,0,
99,Repatriated travellers,Voyageurs rapatriés,30-04-2020,13,,76,,0,,0,,
1,Canada,Canada,30-04-2020,53225,3184,806449,21424,1639,188,26836,1097,53.78
59,British Columbia,Colombie-Britannique,01-05-2020,2145,112,75544,1357,33,1,2065,35,31.52
48,Alberta,Alberta,01-05-2020,5573,92,145420,2359,218,3,4360,198,56.02
47,Saskatchewan,Saskatchewan,01-05-2020,415,6,28417,297,26,0,631,2,26.99
46,Manitoba,Manitoba,01-05-2020,268,6,24975,235,4,0,671,15,13.62
35,Ontario,Ontario,01-05-2020,16608,1121,284438,10825,421,39,15991,620,28.07
24,Quebec,Québec,01-05-2020,28648,2022,219367,6700,1110,163,5320,401,69.55
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,01-05-2020,259,3,8545,230,1,0,169,5,10.04
13,New Brunswick,Nouveau-Brunswick,01-05-2020,118,0,13998,116,0,0,400,2,1.69
12,Nova Scotia,Nouvelle-Écosse,01-05-2020,959,29,30149,592,12,1,728,47,35.25
11,Prince Edward Island,Île-du-Prince-Édouard,01-05-2020,27,0,3019,24,0,0,97,0,11.11
60,Yukon,Yukon,01-05-2020,11,0,999,11,0,0,15,2,0
61,Northwest Territories,Territoires du Nord-Ouest,01-05-2020,5,0,1629,5,0,0,0,0,0
62,Nunavut,Nunavut,01-05-2020,0,0,421,0,0,0,25,0,
99,Repatriated travellers,Voyageurs rapatriés,01-05-2020,13,,76,,0,,0,,
1,Canada,Canada,01-05-2020,55050,3391,836921,22751,1825,207,30472,1327,52.52
59,British Columbia,Colombie-Britannique,02-05-2020,2171,114,77904,1376,26,2,2360,19,31.37
48,Alberta,Alberta,02-05-2020,5670,94,148757,2534,97,2,3337,175,53.65
47,Saskatchewan,Saskatchewan,02-05-2020,421,6,28847,302,6,0,430,5,26.84
46,Manitoba,Manitoba,02-05-2020,269,6,25736,236,1,0,761,1,13.57
35,Ontario,Ontario,02-05-2020,17119,1176,300210,11390,511,55,15772,565,26.6
24,Quebec,Québec,02-05-2020,29656,2136,224831,6965,1008,114,5464,265,69.31
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,02-05-2020,259,3,8716,231,0,0,171,1,9.65
13,New Brunswick,Nouveau-Brunswick,02-05-2020,118,0,14252,118,0,0,254,2,0
12,Nova Scotia,Nouvelle-Écosse,02-05-2020,963,31,30774,609,4,2,625,17,33.54
11,Prince Edward Island,Île-du-Prince-Édouard,02-05-2020,27,0,3086,24,0,0,67,0,11.11
60,Yukon,Yukon,02-05-2020,11,0,1019,11,0,0,20,0,0
61,Northwest Territories,Territoires du Nord-Ouest,02-05-2020,5,0,1682,5,0,0,53,0,0
62,Nunavut,Nunavut,02-05-2020,0,0,421,0,0,0,0,0,
99,Repatriated travellers,Voyageurs rapatriés,02-05-2020,13,,76,13,0,,0,13,
1,Canada,Canada,02-05-2020,56703,3566,866235,23801,1653,175,29314,1050,51.75
59,British Columbia,Colombie-Britannique,03-05-2020,2171,114,81061,1376,0,0,3157,0,31.37
48,Alberta,Alberta,03-05-2020,5766,95,152123,2713,96,1,3366,179,51.3
47,Saskatchewan,Saskatchewan,03-05-2020,433,6,29498,305,12,0,651,3,28.18
46,Manitoba,Manitoba,03-05-2020,270,6,26253,237,1,0,517,1,13.52
35,Ontario,Ontario,03-05-2020,17553,1216,316796,12005,434,40,16586,615,24.68
24,Quebec,Québec,03-05-2020,31865,2205,230864,7258,2209,69,6033,293,70.3
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,03-05-2020,259,3,8819,232,0,0,103,1,9.27
13,New Brunswick,Nouveau-Brunswick,03-05-2020,118,0,14559,118,0,0,307,0,0
12,Nova Scotia,Nouvelle-Écosse,03-05-2020,971,37,31192,624,8,6,418,15,31.93
11,Prince Edward Island,Île-du-Prince-Édouard,03-05-2020,27,0,3138,24,0,0,52,0,11.11
60,Yukon,Yukon,03-05-2020,11,0,1023,11,0,0,4,0,0
61,Northwest Territories,Territoires du Nord-Ouest,03-05-2020,5,0,1697,5,0,0,15,0,0
62,Nunavut,Nunavut,03-05-2020,0,0,421,0,0,0,0,0,
99,Repatriated travellers,Voyageurs rapatriés,03-05-2020,13,0,76,13,0,0,0,0,0
1,Canada,Canada,03-05-2020,59463,3682,897444,24908,2760,116,31209,1107,51.93
59,British Columbia,Colombie-Britannique,04-05-2020,2224,117,82862,1417,53,3,1801,41,31.03
48,Alberta,Alberta,04-05-2020,5836,104,152123,2942,70,9,0,229,47.81
47,Saskatchewan,Saskatchewan,04-05-2020,467,6,30171,307,34,0,673,2,32.98
46,Manitoba,Manitoba,04-05-2020,270,6,26857,238,0,0,604,1,13.17
35,Ontario,Ontario,04-05-2020,17923,1300,330875,12505,370,84,14079,500,22.98
24,Quebec,Québec,04-05-2020,32623,2280,235136,7578,758,75,4272,320,69.78
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,04-05-2020,259,3,8935,233,0,0,116,1,8.88
13,New Brunswick,Nouveau-Brunswick,04-05-2020,118,0,14559,118,0,0,0,0,0
12,Nova Scotia,Nouvelle-Écosse,04-05-2020,985,38,31571,638,14,1,379,14,31.37
11,Prince Edward Island,Île-du-Prince-Édouard,04-05-2020,27,0,3138,25,0,0,0,1,7.41
60,Yukon,Yukon,04-05-2020,11,0,1023,11,0,0,0,0,0
61,Northwest Territories,Territoires du Nord-Ouest,04-05-2020,5,0,1697,5,0,0,0,0,0
62,Nunavut,Nunavut,04-05-2020,0,0,421,0,0,0,0,0,
99,Repatriated travellers,Voyageurs rapatriés,04-05-2020,13,,76,,0,,0,,
1,Canada,Canada,04-05-2020,60761,3854,919368,26017,1298,172,21924,1109,50.85
59,British Columbia,Colombie-Britannique,05-05-2020,2232,121,84288,1472,8,4,1426,55,28.63
48,Alberta,Alberta,05-05-2020,5893,106,157137,3219,57,2,5014,277,43.58
47,Saskatchewan,Saskatchewan,05-05-2020,487,6,30664,310,20,0,493,3,35.11
46,Manitoba,Manitoba,05-05-2020,271,7,27202,238,1,1,345,0,13.12
35,Ontario,Ontario,05-05-2020,18310,1361,341180,12779,387,61,10305,274,22.77
24,Quebec,Québec,05-05-2020,33417,2398,239241,7923,794,118,4105,345,69.11
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,05-05-2020,259,3,9127,241,0,0,192,8,5.79
13,New Brunswick,Nouveau-Brunswick,05-05-2020,119,0,14982,118,1,0,423,0,0.84
12,Nova Scotia,Nouvelle-Écosse,05-05-2020,991,41,32146,652,6,3,575,14,30.07
11,Prince Edward Island,Île-du-Prince-Édouard,05-05-2020,27,0,3341,25,0,0,203,0,7.41
60,Yukon,Yukon,05-05-2020,11,0,1028,11,0,0,5,0,0
61,Northwest Territories,Territoires du Nord-Ouest,05-05-2020,5,0,1698,5,0,0,1,0,0
62,Nunavut,Nunavut,05-05-2020,0,0,492,0,0,0,71,0,
99,Repatriated travellers,Voyageurs rapatriés,05-05-2020,13,,76,,0,,0,,
1,Canada,Canada,05-05-2020,62035,4043,942602,26993,1274,189,23234,976,49.98
59,British Columbia,Colombie-Britannique,06-05-2020,2255,124,85812,1494,23,3,1524,22,28.25
48,Alberta,Alberta,06-05-2020,5963,112,160185,3552,70,6,3048,333,38.55
47,Saskatchewan,Saskatchewan,06-05-2020,512,6,31247,312,25,0,583,2,37.89
46,Manitoba,Manitoba,06-05-2020,273,7,27712,242,2,0,510,4,12.32
35,Ontario,Ontario,06-05-2020,18722,1429,353717,13222,412,68,12537,443,21.74
24,Quebec,Québec,06-05-2020,34327,2510,250654,8284,910,112,11413,361,68.56
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,06-05-2020,259,3,9295,244,0,0,168,3,4.63
13,New Brunswick,Nouveau-Brunswick,06-05-2020,120,0,15324,118,1,0,342,0,1.67
12,Nova Scotia,Nouvelle-Écosse,06-05-2020,998,41,32869,661,7,0,723,9,29.66
11,Prince Edward Island,Île-du-Prince-Édouard,06-05-2020,27,0,3454,26,0,0,113,1,3.7
60,Yukon,Yukon,06-05-2020,11,0,1041,11,0,0,13,0,0
61,Northwest Territories,Territoires du Nord-Ouest,06-05-2020,5,0,1723,5,0,0,25,0,0
62,Nunavut,Nunavut,06-05-2020,0,0,525,0,0,0,33,0,
99,Repatriated travellers,Voyageurs rapatriés,06-05-2020,13,,76,,0,,0,,
1,Canada,Canada,06-05-2020,63485,4232,973634,28171,1450,189,31032,1178,48.97
59,British Columbia,Colombie-Britannique,07-05-2020,2288,126,87779,1512,33,2,1967,18,28.41
48,Alberta,Alberta,07-05-2020,6017,114,163510,3809,54,2,3325,257,34.8
47,Saskatchewan,Saskatchewan,07-05-2020,531,6,31926,329,19,0,679,17,36.91
46,Manitoba,Manitoba,07-05-2020,272,7,28232,243,-1,0,520,1,11.66
35,Ontario,Ontario,07-05-2020,19121,1477,368400,13569,399,48,14683,347,21.31
24,Quebec,Québec,07-05-2020,35238,2631,259794,8673,911,121,9140,389,67.92
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,07-05-2020,261,3,9451,244,2,0,156,0,5.36
13,New Brunswick,Nouveau-Brunswick,07-05-2020,120,0,15700,118,0,0,376,0,1.67
12,Nova Scotia,Nouvelle-Écosse,07-05-2020,1007,44,33541,708,9,3,672,47,25.32
11,Prince Edward Island,Île-du-Prince-Édouard,07-05-2020,27,0,3550,26,0,0,96,0,3.7
60,Yukon,Yukon,07-05-2020,11,0,1065,11,0,0,24,0,0
61,Northwest Territories,Territoires du Nord-Ouest,07-05-2020,5,0,1740,5,0,0,17,0,0
62,Nunavut,Nunavut,07-05-2020,0,0,530,0,0,0,5,0,
99,Repatriated travellers,Voyageurs rapatriés,07-05-2020,13,,76,,0,,0,,
1,Canada,Canada,07-05-2020,64911,4408,1005294,29247,1426,176,31660,1076,48.16
59,British Columbia,Colombie-Britannique,08-05-2020,2315,127,89764,1579,27,1,1985,67,26.31
48,Alberta,Alberta,08-05-2020,6098,115,166327,4020,81,1,2817,211,32.19
47,Saskatchewan,Saskatchewan,08-05-2020,544,6,32620,335,13,0,694,6,37.32
46,Manitoba,Manitoba,08-05-2020,273,7,28742,247,1,0,510,4,10.56
35,Ontario,Ontario,08-05-2020,19598,1540,384162,13990,477,63,15762,421,20.76
24,Quebec,Québec,08-05-2020,36150,2725,266444,8928,912,94,6650,255,67.76
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,08-05-2020,261,3,9571,244,0,0,120,0,5.36
13,New Brunswick,Nouveau-Brunswick,08-05-2020,120,0,16068,118,0,0,368,0,1.67
12,Nova Scotia,Nouvelle-Écosse,08-05-2020,1008,46,34081,722,1,2,540,14,23.81
11,Prince Edward Island,Île-du-Prince-Édouard,08-05-2020,27,0,3667,27,0,0,117,1,0
60,Yukon,Yukon,08-05-2020,11,0,1065,11,0,0,0,0,0
61,Northwest Territories,Territoires du Nord-Ouest,08-05-2020,5,0,1768,5,0,0,28,0,0
62,Nunavut,Nunavut,08-05-2020,0,0,550,0,0,0,20,0,
99,Repatriated travellers,Voyageurs rapatriés,08-05-2020,13,,76,,0,,0,,
1,Canada,Canada,08-05-2020,66423,4569,1034905,30226,1512,161,29611,979,47.62
59,British Columbia,Colombie-Britannique,09-05-2020,2330,129,91668,1659,15,2,1904,80,23.26
48,Alberta,Alberta,09-05-2020,6157,116,169415,4204,59,1,3088,184,29.84
47,Saskatchewan,Saskatchewan,09-05-2020,553,6,33453,340,9,0,833,5,37.43
46,Manitoba,Manitoba,09-05-2020,273,7,29438,247,0,0,696,0,10.56
35,Ontario,Ontario,09-05-2020,19944,1599,402761,14383,346,59,18599,393,19.87
24,Quebec,Québec,09-05-2020,36986,2786,276787,9268,836,61,10343,340,67.41
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,09-05-2020,261,3,9699,244,0,0,128,0,5.36
13,New Brunswick,Nouveau-Brunswick,09-05-2020,120,0,16417,118,0,0,349,0,1.67
12,Nova Scotia,Nouvelle-Écosse,09-05-2020,1011,47,34531,743,3,1,450,21,21.86
11,Prince Edward Island,Île-du-Prince-Édouard,09-05-2020,27,0,3777,27,0,0,110,0,0
60,Yukon,Yukon,09-05-2020,11,0,1075,11,0,0,10,0,0
61,Northwest Territories,Territoires du Nord-Ouest,09-05-2020,5,0,1790,5,0,0,22,0,0
62,Nunavut,Nunavut,09-05-2020,0,0,568,0,0,0,18,0,
99,Repatriated travellers,Voyageurs rapatriés,09-05-2020,13,,76,,0,,0,,
1,Canada,Canada,09-05-2020,67691,4693,1071455,31249,1268,124,36550,1023,46.91
59,British Columbia,Colombie-Britannique,10-05-2020,2330,129,93431,1659,0,0,1763,0,23.26
48,Alberta,Alberta,10-05-2020,6253,117,173023,4389,96,1,3608,185,27.94
47,Saskatchewan,Saskatchewan,10-05-2020,564,6,34093,349,11,0,640,9,37.06
46,Manitoba,Manitoba,10-05-2020,276,7,30046,247,3,0,608,0,11.5
35,Ontario,Ontario,10-05-2020,20238,1634,419802,14772,294,35,17041,389,18.93
24,Quebec,Québec,10-05-2020,37721,2928,278389,9526,735,142,1602,258,66.98
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,10-05-2020,261,3,9802,244,0,0,103,0,5.36
13,New Brunswick,Nouveau-Brunswick,10-05-2020,120,0,16750,118,0,0,333,0,1.67
12,Nova Scotia,Nouvelle-Écosse,10-05-2020,1018,47,34820,749,7,0,289,6,21.81
11,Prince Edward Island,Île-du-Prince-Édouard,10-05-2020,27,0,3846,27,0,0,69,0,0
60,Yukon,Yukon,10-05-2020,11,0,1075,11,0,0,0,0,0
61,Northwest Territories,Territoires du Nord-Ouest,10-05-2020,5,0,1799,5,0,0,9,0,0
62,Nunavut,Nunavut,10-05-2020,0,0,568,0,0,0,0,0,
99,Repatriated travellers,Voyageurs rapatriés,10-05-2020,13,,76,,0,,0,,
1,Canada,Canada,10-05-2020,68837,4871,1097520,32096,1146,178,26065,847,46.31
59,British Columbia,Colombie-Britannique,11-05-2020,2353,130,94027,1719,23,1,596,60,21.42
48,Alberta,Alberta,11-05-2020,6300,117,175502,4659,47,0,2479,270,24.19
47,Saskatchewan,Saskatchewan,11-05-2020,568,6,34585,363,4,0,492,14,35.04
46,Manitoba,Manitoba,11-05-2020,278,7,30398,247,2,0,352,0,12.11
35,Ontario,Ontario,11-05-2020,20546,1669,433316,15131,308,35,13514,359,18.23
24,Quebec,Québec,11-05-2020,38469,3013,284239,9703,748,85,5850,177,66.94
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,11-05-2020,261,3,9896,244,0,0,94,0,5.36
13,New Brunswick,Nouveau-Brunswick,11-05-2020,120,0,17184,118,0,0,434,0,1.67
12,Nova Scotia,Nouvelle-Écosse,11-05-2020,1019,48,35023,767,1,1,203,18,20.02
11,Prince Edward Island,Île-du-Prince-Édouard,11-05-2020,27,0,3910,27,0,0,64,0,0
60,Yukon,Yukon,11-05-2020,11,0,1088,11,0,0,13,0,0
61,Northwest Territories,Territoires du Nord-Ouest,11-05-2020,5,0,1809,5,0,0,10,0,0
62,Nunavut,Nunavut,11-05-2020,0,0,576,0,0,0,8,0,
99,Repatriated travellers,Voyageurs rapatriés,11-05-2020,13,,76,,0,,0,,
1,Canada,Canada,11-05-2020,69970,4993,1121629,32994,1133,122,24109,898,45.72
59,British Columbia,Colombie-Britannique,12-05-2020,2360,131,95558,1832,7,1,1531,113,16.82
48,Alberta,Alberta,12-05-2020,6345,118,178208,4866,45,1,2706,207,21.45
47,Saskatchewan,Saskatchewan,12-05-2020,573,6,34801,374,5,0,216,11,33.68
46,Manitoba,Manitoba,12-05-2020,279,7,30799,251,1,0,401,4,11.03
35,Ontario,Ontario,12-05-2020,20907,1725,444882,15391,361,56,11566,260,18.13
24,Quebec,Québec,12-05-2020,39225,3131,290888,10056,756,118,6649,353,66.38
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,12-05-2020,261,3,10043,247,0,0,147,3,4.21
13,New Brunswick,Nouveau-Brunswick,12-05-2020,120,0,17339,118,0,0,155,0,1.67
12,Nova Scotia,Nouvelle-Écosse,12-05-2020,1020,48,35430,864,1,0,407,97,10.59
11,Prince Edward Island,Île-du-Prince-Édouard,12-05-2020,27,0,4029,27,0,0,119,0,0
60,Yukon,Yukon,12-05-2020,11,0,1094,11,0,0,6,0,0
61,Northwest Territories,Territoires du Nord-Ouest,12-05-2020,5,0,1817,5,0,0,8,0,0
62,Nunavut,Nunavut,12-05-2020,0,0,604,0,0,0,28,0,
99,Repatriated travellers,Voyageurs rapatriés,12-05-2020,13,,76,,0,,0,,
1,Canada,Canada,12-05-2020,71146,5169,1145568,34042,1176,176,23939,1048,44.9
59,British Columbia,Colombie-Britannique,13-05-2020,2376,132,97060,1859,16,1,1502,27,16.2
48,Alberta,Alberta,13-05-2020,6407,120,181624,5076,62,2,3416,210,18.9
47,Saskatchewan,Saskatchewan,13-05-2020,577,6,35189,385,4,0,388,11,32.24
46,Manitoba,Manitoba,13-05-2020,279,7,31416,251,0,0,617,0,11.03
35,Ontario,Ontario,13-05-2020,21236,1765,459524,15845,329,40,14642,454,17.07
24,Quebec,Québec,13-05-2020,39931,3220,296528,10470,706,89,5640,414,65.72
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,13-05-2020,261,3,10149,247,0,0,106,0,4.21
13,New Brunswick,Nouveau-Brunswick,13-05-2020,120,0,17765,118,0,0,426,0,1.67
12,Nova Scotia,Nouvelle-Écosse,13-05-2020,1024,51,35811,870,4,3,381,6,10.06
11,Prince Edward Island,Île-du-Prince-Édouard,13-05-2020,27,0,4199,27,0,0,170,0,0
60,Yukon,Yukon,13-05-2020,11,0,1106,11,0,0,12,0,0
61,Northwest Territories,Territoires du Nord-Ouest,13-05-2020,5,0,1817,5,0,0,0,0,0
62,Nunavut,Nunavut,13-05-2020,0,0,608,0,0,0,4,0,
99,Repatriated travellers,Voyageurs rapatriés,13-05-2020,13,,76,,0,,0,,
1,Canada,Canada,13-05-2020,72267,5304,1172872,35164,1121,135,27304,1122,44.01
59,British Columbia,Colombie-Britannique,14-05-2020,2392,135,98747,1885,16,3,1687,26,15.55
48,Alberta,Alberta,14-05-2020,6457,121,185545,5205,50,1,3921,129,17.52
47,Saskatchewan,Saskatchewan,14-05-2020,582,6,35664,398,5,0,475,13,30.58
46,Manitoba,Manitoba,14-05-2020,278,7,31742,252,-1,0,326,1,10.38
35,Ontario,Ontario,14-05-2020,21581,1798,476383,16204,345,33,16859,359,16.58
24,Quebec,Québec,14-05-2020,40724,3351,302929,10829,793,131,6401,359,65.18
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,14-05-2020,261,3,10275,248,0,0,126,1,3.83
13,New Brunswick,Nouveau-Brunswick,14-05-2020,120,0,18172,118,0,0,407,0,1.67
12,Nova Scotia,Nouvelle-Écosse,14-05-2020,1026,51,36192,909,2,0,381,39,6.43
11,Prince Edward Island,Île-du-Prince-Édouard,14-05-2020,27,0,4306,27,0,0,107,0,0
60,Yukon,Yukon,14-05-2020,11,0,1112,11,0,0,6,0,0
61,Northwest Territories,Territoires du Nord-Ouest,14-05-2020,5,0,1828,5,0,0,11,0,0
62,Nunavut,Nunavut,14-05-2020,0,0,617,0,0,0,9,0,
99,Repatriated travellers,Voyageurs rapatriés,14-05-2020,13,,76,,0,,0,,
1,Canada,Canada,14-05-2020,73477,5472,1203588,36091,1210,168,30716,927,43.44
59,British Columbia,Colombie-Britannique,15-05-2020,2407,140,100289,1908,15,5,1542,23,14.91
48,Alberta,Alberta,15-05-2020,6515,125,189225,5317,58,4,3680,112,16.47
47,Saskatchewan,Saskatchewan,15-05-2020,590,6,36086,408,8,0,422,10,29.83
46,Manitoba,Manitoba,15-05-2020,278,7,32492,254,0,0,750,2,9.69
35,Ontario,Ontario,15-05-2020,21922,1825,494136,16641,341,27,17753,437,15.76
24,Quebec,Québec,15-05-2020,41420,3401,310868,11039,696,50,7939,210,65.14
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,15-05-2020,260,3,10343,248,-1,0,68,0,3.46
13,New Brunswick,Nouveau-Brunswick,15-05-2020,120,0,18587,119,0,0,415,1,0.83
12,Nova Scotia,Nouvelle-Écosse,15-05-2020,1034,55,36587,918,8,4,395,9,5.9
11,Prince Edward Island,Île-du-Prince-Édouard,15-05-2020,27,0,4469,27,0,0,163,0,0
60,Yukon,Yukon,15-05-2020,11,0,1119,11,0,0,7,0,0
61,Northwest Territories,Territoires du Nord-Ouest,15-05-2020,5,0,1841,5,0,0,13,0,0
62,Nunavut,Nunavut,15-05-2020,0,0,628,0,0,0,11,0,
99,Repatriated travellers,Voyageurs rapatriés,15-05-2020,13,,76,,0,,0,,
1,Canada,Canada,15-05-2020,74602,5562,1236746,36895,1125,90,33158,804,43.1
59,British Columbia,Colombie-Britannique,16-05-2020,2428,141,101886,1932,21,1,1597,24,14.62
48,Alberta,Alberta,16-05-2020,6587,126,193098,5377,72,1,3873,60,16.46
47,Saskatchewan,Saskatchewan,16-05-2020,591,6,36817,433,1,0,731,25,25.72
46,Manitoba,Manitoba,16-05-2020,278,7,33295,257,0,0,803,3,8.65
35,Ontario,Ontario,16-05-2020,22313,1858,511323,17020,391,33,17187,379,15.39
24,Quebec,Québec,16-05-2020,42183,3483,319472,11458,763,82,8604,419,64.58
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,16-05-2020,260,3,10524,249,0,0,181,1,3.08
13,New Brunswick,Nouveau-Brunswick,16-05-2020,120,0,18775,120,0,0,188,1,0
12,Nova Scotia,Nouvelle-Écosse,16-05-2020,1037,55,36916,930,3,0,329,12,5.01
11,Prince Edward Island,Île-du-Prince-Édouard,16-05-2020,27,0,4469,27,0,0,0,0,0
60,Yukon,Yukon,16-05-2020,11,0,1124,11,0,0,5,0,0
61,Northwest Territories,Territoires du Nord-Ouest,16-05-2020,5,0,1851,5,0,0,10,0,0
62,Nunavut,Nunavut,16-05-2020,0,0,628,0,0,0,0,0,
99,Repatriated travellers,Voyageurs rapatriés,16-05-2020,13,,76,,0,,0,,
1,Canada,Canada,16-05-2020,75853,5679,1270254,37819,1251,117,33508,924,42.66
